LECROYDDA3000 10053 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 14-Jan-2002 02:43:06 0                 
Time Ampl
1.578183e-006 2.67395
1.578233e-006 2.69035
1.578283e-006 2.69725
1.578333e-006 2.69691
1.578383e-006 2.70226
1.578433e-006 2.7171
1.578483e-006 2.71728
1.578533e-006 2.69553
1.578583e-006 2.68448
1.578633e-006 2.68741
1.578683e-006 2.68948
1.578733e-006 2.69104
1.578783e-006 2.68672
1.578833e-006 2.67809
1.578883e-006 2.67688
1.578933e-006 2.67619
1.578983e-006 2.67015
1.579033e-006 2.65996
1.579083e-006 2.65237
1.579133e-006 2.66324
1.579183e-006 2.6824
1.579233e-006 2.69121
1.579283e-006 2.69242
1.579333e-006 2.69881
1.579383e-006 2.70364
1.579433e-006 2.70709
1.579483e-006 2.70433
1.579533e-006 2.69673
1.579583e-006 2.70209
1.579633e-006 2.70053
1.579683e-006 2.68827
1.579733e-006 2.67912
1.579783e-006 2.66687
1.579833e-006 2.66307
1.579883e-006 2.67118
1.579933e-006 2.6774
1.579983e-006 2.68206
1.580033e-006 2.67999
1.580083e-006 2.68396
1.580133e-006 2.69242
1.580183e-006 2.69328
1.580233e-006 2.69397
1.580283e-006 2.68897
1.580333e-006 2.68517
1.580383e-006 2.68776
1.580433e-006 2.68983
1.580483e-006 2.69138
1.580533e-006 2.69242
1.580583e-006 2.69328
1.580633e-006 2.68292
1.580683e-006 2.66963
1.580733e-006 2.67067
1.580783e-006 2.67688
1.580833e-006 2.67067
1.580883e-006 2.65496
1.580933e-006 2.65409
1.580983e-006 2.65357
1.581033e-006 2.64753
1.581083e-006 2.65409
1.581133e-006 2.66445
1.581183e-006 2.67774
1.581233e-006 2.69328
1.581283e-006 2.6995
1.581333e-006 2.69863
1.581383e-006 2.69242
1.581433e-006 2.66566
1.581483e-006 2.63476
1.581533e-006 2.62233
1.581583e-006 2.62423
1.581633e-006 2.63096
1.581683e-006 2.64166
1.581733e-006 2.65513
1.581783e-006 2.66531
1.581833e-006 2.66186
1.581883e-006 2.6484
1.581933e-006 2.64373
1.581983e-006 2.64563
1.582033e-006 2.64719
1.582083e-006 2.65375
1.582133e-006 2.65875
1.582183e-006 2.64045
1.582233e-006 2.62129
1.582283e-006 2.62889
1.582333e-006 2.65099
1.582383e-006 2.67326
1.582433e-006 2.6843
1.582483e-006 2.68724
1.582533e-006 2.68931
1.582583e-006 2.68551
1.582633e-006 2.67153
1.582683e-006 2.65565
1.582733e-006 2.64909
1.582783e-006 2.64978
1.582833e-006 2.66117
1.582883e-006 2.67533
1.582933e-006 2.68603
1.582983e-006 2.6995
1.583033e-006 2.70416
1.583083e-006 2.70209
1.583133e-006 2.69501
1.583183e-006 2.68966
1.583233e-006 2.69121
1.583283e-006 2.68689
1.583333e-006 2.67809
1.583383e-006 2.666
1.583433e-006 2.66238
1.583483e-006 2.67084
1.583533e-006 2.67153
1.583583e-006 2.67205
1.583633e-006 2.67809
1.583683e-006 2.67153
1.583733e-006 2.661
1.583783e-006 2.65875
1.583833e-006 2.6515
1.583883e-006 2.6515
1.583933e-006 2.65703
1.583983e-006 2.65012
1.584033e-006 2.65064
1.584083e-006 2.66186
1.584133e-006 2.65927
1.584183e-006 2.65185
1.584233e-006 2.65185
1.584283e-006 2.65737
1.584333e-006 2.67792
1.584383e-006 2.68793
1.584433e-006 2.6679
1.584483e-006 2.65288
1.584533e-006 2.66359
1.584583e-006 2.67705
1.584633e-006 2.68171
1.584683e-006 2.69086
1.584733e-006 2.70865
1.584783e-006 2.70537
1.584833e-006 2.68102
1.584883e-006 2.66272
1.584933e-006 2.65996
1.584983e-006 2.66894
1.585033e-006 2.6591
1.585083e-006 2.63528
1.585133e-006 2.62837
1.585183e-006 2.63407
1.585233e-006 2.63856
1.585283e-006 2.65288
1.585333e-006 2.67999
1.585383e-006 2.70053
1.585433e-006 2.69932
1.585483e-006 2.68189
1.585533e-006 2.68551
1.585583e-006 2.69898
1.585633e-006 2.69276
1.585683e-006 2.67705
1.585733e-006 2.66514
1.585783e-006 2.66186
1.585833e-006 2.6648
1.585883e-006 2.66152
1.585933e-006 2.65357
1.585983e-006 2.65306
1.586033e-006 2.65824
1.586083e-006 2.67308
1.586133e-006 2.6843
1.586183e-006 2.68171
1.586233e-006 2.65772
1.586283e-006 2.64512
1.586333e-006 2.66324
1.586383e-006 2.67136
1.586433e-006 2.67205
1.586483e-006 2.68344
1.586533e-006 2.69207
1.586583e-006 2.67101
1.586633e-006 2.63873
1.586683e-006 2.63631
1.586733e-006 2.65116
1.586783e-006 2.66238
1.586833e-006 2.66514
1.586883e-006 2.66739
1.586933e-006 2.66894
1.586983e-006 2.65357
1.587033e-006 2.64218
1.587083e-006 2.65547
1.587133e-006 2.67654
1.587183e-006 2.68137
1.587233e-006 2.67395
1.587283e-006 2.67947
1.587333e-006 2.68361
1.587383e-006 2.66462
1.587433e-006 2.64477
1.587483e-006 2.6465
1.587533e-006 2.6534
1.587583e-006 2.64736
1.587633e-006 2.6484
1.587683e-006 2.65478
1.587733e-006 2.64857
1.587783e-006 2.64926
1.587833e-006 2.65547
1.587883e-006 2.65444
1.587933e-006 2.65927
1.587983e-006 2.6629
1.588033e-006 2.66013
1.588083e-006 2.66894
1.588133e-006 2.6812
1.588183e-006 2.6793
1.588233e-006 2.67239
1.588283e-006 2.67826
1.588333e-006 2.69363
1.588383e-006 2.69967
1.588433e-006 2.69328
1.588483e-006 2.68292
1.588533e-006 2.68068
1.588583e-006 2.67343
1.588633e-006 2.66255
1.588683e-006 2.65979
1.588733e-006 2.65772
1.588783e-006 2.66169
1.588833e-006 2.67032
1.588883e-006 2.67671
1.588933e-006 2.68137
1.588983e-006 2.69052
1.589033e-006 2.69742
1.589083e-006 2.68603
1.589133e-006 2.67187
1.589183e-006 2.66687
1.589233e-006 2.65755
1.589283e-006 2.65064
1.589333e-006 2.66186
1.589383e-006 2.68137
1.589433e-006 2.69604
1.589483e-006 2.70139
1.589533e-006 2.68914
1.589583e-006 2.67982
1.589633e-006 2.67826
1.589683e-006 2.6717
1.589733e-006 2.67222
1.589783e-006 2.67256
1.589833e-006 2.66186
1.589883e-006 2.6648
1.589933e-006 2.68361
1.589983e-006 2.68672
1.590033e-006 2.67239
1.590083e-006 2.66169
1.590133e-006 2.67032
1.590183e-006 2.68206
1.590233e-006 2.67999
1.590283e-006 2.67843
1.590333e-006 2.68827
1.590383e-006 2.69017
1.590433e-006 2.66963
1.590483e-006 2.65962
1.590533e-006 2.66307
1.590583e-006 2.64926
1.590633e-006 2.62785
1.590683e-006 2.61732
1.590733e-006 2.62578
1.590783e-006 2.64322
1.590833e-006 2.65081
1.590883e-006 2.64563
1.590933e-006 2.64701
1.590983e-006 2.65927
1.591033e-006 2.6629
1.591083e-006 2.66566
1.591133e-006 2.68413
1.591183e-006 2.70364
1.591233e-006 2.71262
1.591283e-006 2.72505
1.591333e-006 2.7342
1.591383e-006 2.73022
1.591433e-006 2.71072
1.591483e-006 2.69587
1.591533e-006 2.69035
1.591583e-006 2.6862
1.591633e-006 2.68862
1.591683e-006 2.69052
1.591733e-006 2.68085
1.591783e-006 2.6515
1.591833e-006 2.62958
1.591883e-006 2.6351
1.591933e-006 2.63925
1.591983e-006 2.6313
1.592033e-006 2.61991
1.592083e-006 2.6168
1.592133e-006 2.62544
1.592183e-006 2.632
1.592233e-006 2.63148
1.592283e-006 2.63096
1.592333e-006 2.63614
1.592383e-006 2.63441
1.592433e-006 2.6332
1.592483e-006 2.63787
1.592533e-006 2.64132
1.592583e-006 2.64943
1.592633e-006 2.661
1.592683e-006 2.66963
1.592733e-006 2.68724
